"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.973437815699165,0.974089164423277,0.97323236712078,0.973552778853903,0.973142157257594,0.974178281180172,0.973064248920667,0.972869692634249,0.973849101409123,0.972417800016619,0.973373808860588,0.973709985721504,0.973922861361782,0.974055117545956,0.973357677807354
"2",0.973437815699165,0,0.973649253969644,0.973181666839659,0.972615293995888,0.97315441518379,0.972736372914884,0.973995878924855,0.973695402937313,0.973724455168974,0.972442227829862,0.972454619465095,0.973601846790624,0.973742517880142,0.973939367777904,0.973230325363347
"3",0.974089164423277,0.973649253969644,0,0.972980161995275,0.972794378628512,0.973272034771276,0.973259925438096,0.973094312402499,0.973461959460486,0.974226365412871,0.971283250393266,0.973776117950739,0.973497399787614,0.973459314725309,0.973907311702589,0.973071770940608
"4",0.97323236712078,0.973181666839659,0.972980161995275,0,0.974201648675699,0.973173617995683,0.972394516804761,0.973543352268093,0.974865547573138,0.973968681522032,0.97361415014795,0.973820498634316,0.972620587964615,0.973872299202382,0.973388326205236,0.973090844016907
"5",0.973552778853903,0.972615293995888,0.972794378628512,0.974201648675699,0,0.973584861151041,0.974095420736412,0.972197606351203,0.973403668927155,0.972600761318611,0.971966623986053,0.973141830158252,0.972071424260791,0.972961762541168,0.973232428880948,0.973182658802982
"6",0.973142157257594,0.97315441518379,0.973272034771276,0.973173617995683,0.973584861151041,0,0.974144238404133,0.972688013708879,0.974167335925632,0.973865971155684,0.97313332544039,0.973971960160407,0.973968631486299,0.973996752222163,0.973553377955846,0.972998678894597
"7",0.974178281180172,0.972736372914884,0.973259925438096,0.972394516804761,0.974095420736412,0.974144238404133,0,0.972808316422728,0.972684000688167,0.973733100895704,0.972139982720038,0.972680414605117,0.972230050519042,0.972460031346892,0.975785674595257,0.973689796942443
"8",0.973064248920667,0.973995878924855,0.973094312402499,0.973543352268093,0.972197606351203,0.972688013708879,0.972808316422728,0,0.972845430376411,0.973247391589764,0.972200393970035,0.97364478465825,0.97437083942126,0.972946048755905,0.973405407441493,0.973441256476235
"9",0.972869692634249,0.973695402937313,0.973461959460486,0.974865547573138,0.973403668927155,0.974167335925632,0.972684000688167,0.972845430376411,0,0.973387869082183,0.973286507199797,0.973276812055067,0.973809980127034,0.97435809950197,0.974309174495616,0.973394400257614
"10",0.973849101409123,0.973724455168974,0.974226365412871,0.973968681522032,0.972600761318611,0.973865971155684,0.973733100895704,0.973247391589764,0.973387869082183,0,0.973256183841428,0.973776747810069,0.972262954898096,0.97387323598081,0.973704673938384,0.973266946196253
"11",0.972417800016619,0.972442227829862,0.971283250393266,0.97361415014795,0.971966623986053,0.97313332544039,0.972139982720038,0.972200393970035,0.973286507199797,0.973256183841428,0,0.972912817750264,0.972353661312235,0.974105346814112,0.973137372158314,0.972279647006216
"12",0.973373808860588,0.972454619465095,0.973776117950739,0.973820498634316,0.973141830158252,0.973971960160407,0.972680414605117,0.97364478465825,0.973276812055067,0.973776747810069,0.972912817750264,0,0.973328228041223,0.972387036465754,0.973620240255634,0.974550704344996
"13",0.973709985721504,0.973601846790624,0.973497399787614,0.972620587964615,0.972071424260791,0.973968631486299,0.972230050519042,0.97437083942126,0.973809980127034,0.972262954898096,0.972353661312235,0.973328228041223,0,0.972369002301806,0.973389978402424,0.973192680047953
"14",0.973922861361782,0.973742517880142,0.973459314725309,0.973872299202382,0.972961762541168,0.973996752222163,0.972460031346892,0.972946048755905,0.97435809950197,0.97387323598081,0.974105346814112,0.972387036465754,0.972369002301806,0,0.974010353409004,0.973299609341453
"15",0.974055117545956,0.973939367777904,0.973907311702589,0.973388326205236,0.973232428880948,0.973553377955846,0.975785674595257,0.973405407441493,0.974309174495616,0.973704673938384,0.973137372158314,0.973620240255634,0.973389978402424,0.974010353409004,0,0.973261640021992
"16",0.973357677807354,0.973230325363347,0.973071770940608,0.973090844016907,0.973182658802982,0.972998678894597,0.973689796942443,0.973441256476235,0.973394400257614,0.973266946196253,0.972279647006216,0.974550704344996,0.973192680047953,0.973299609341453,0.973261640021992,0
